TOA5,8543,CR1000X,8543.1,CR1000X.Std.05.01,CPU:Est_meteo1.CR1X,5308
2022-01-12 07:07:00,149635.0,0.0,6.877,88.0,756.627,
2022-01-12 07:08:00,149636.0,0.0,6.881,88.0,756.6346,
2022-01-12 07:09:00,149637.0,0.0,6.873,88.0,756.6595,
2022-01-12 07:10:00,149638.0,0.0,6.887,88.1,756.6701,
2022-01-12 07:11:00,149639.0,0.0,6.91,88.1,756.6679,
2022-01-12 07:12:00,149640.0,0.243,6.915,88.1,756.676,
2022-01-12 07:13:00,149641.0,0.78,6.926,88.1,756.6898,
2022-01-12 07:14:00,149642.0,1.416,6.929,88.0,756.6955,
2022-01-12 07:15:00,149643.0,1.684,6.902,87.9,756.6986,
2022-01-12 07:16:00,149644.0,1.992,6.882,87.9,756.705,
2022-01-12 07:17:00,149645.0,2.444,6.872,87.9,756.7102,
2022-01-12 07:18:00,149646.0,3.214,6.873,87.9,756.7162,
2022-01-12 07:19:00,149647.0,3.953,6.891,87.9,756.7264,
2022-01-12 07:20:00,149648.0,4.816,6.908,88.0,756.7292,
2022-01-12 07:21:00,149649.0,5.73,6.914,87.9,756.7278,
2022-01-12 07:22:00,149650.0,6.911,6.938,87.9,756.7411,
2022-01-12 07:23:00,149651.0,8.04,6.93,87.8,756.7534,
2022-01-12 07:24:00,149652.0,9.16,6.916,87.8,756.765,
2022-01-12 07:25:00,149653.0,9.94,6.922,87.8,757.0871,
2022-01-12 07:26:00,149654.0,10.9,6.938,87.8,757.0421,
2022-01-12 07:27:00,149655.0,11.57,6.939,87.8,756.9491,
2022-01-12 07:28:00,149656.0,12.39,6.977,87.8,756.8676,
2022-01-12 07:29:00,149657.0,13.29,6.983,87.7,756.7924,
2022-01-12 07:30:00,149658.0,14.23,6.976,87.6,756.7957,
2022-01-12 07:31:00,149659.0,15.17,6.977,87.5,756.7904,
2022-01-12 07:32:00,149660.0,15.92,6.975,87.5,756.7978,
2022-01-12 07:33:00,149661.0,16.63,6.95,87.4,756.8052,
2022-01-12 07:34:00,149662.0,17.02,6.943,87.4,756.817,
2022-01-12 07:35:00,149663.0,17.47,6.942,87.4,756.8366,
2022-01-12 07:36:00,149664.0,18.14,6.918,87.4,756.8555,
2022-01-12 07:37:00,149665.0,19.49,6.91,87.4,756.8653,
2022-01-12 07:38:00,149666.0,21.05,6.913,87.4,756.8762,
2022-01-12 07:39:00,149667.0,22.61,6.922,87.4,756.8918,
2022-01-12 07:40:00,149668.0,24.11,6.925,87.3,756.8924,
2022-01-12 07:41:00,149669.0,24.9,6.919,87.3,756.8811,
2022-01-12 07:42:00,149670.0,25.4,6.922,87.3,756.882,
2022-01-12 07:43:00,149671.0,26.01,6.905,87.2,756.8768,
2022-01-12 07:44:00,149672.0,26.69,6.897,87.2,756.874,
2022-01-12 07:45:00,149673.0,27.4,6.893,87.2,756.8769,
2022-01-12 07:46:00,149674.0,28.35,6.911,87.2,756.8789,
2022-01-12 07:47:00,149675.0,29.3,6.921,87.2,756.8867,
2022-01-12 07:48:00,149676.0,30.1,6.929,87.2,756.8929,
2022-01-12 07:49:00,149677.0,30.84,6.955,87.2,756.9038,
2022-01-12 07:50:00,149678.0,31.44,6.966,87.2,756.9028,
2022-01-12 07:51:00,149679.0,32.2,6.97,87.1,756.9002,
2022-01-12 07:52:00,149680.0,32.98,6.981,87.1,756.911,
2022-01-12 07:53:00,149681.0,33.74,6.981,87.0,756.9245,
2022-01-12 07:54:00,149682.0,34.48,7.005,87.0,756.9379,
2022-01-12 07:55:00,149683.0,35.51,7.047,87.0,756.9413,
2022-01-12 07:56:00,149684.0,36.43,7.101,87.0,757.0734,
2022-01-12 07:57:00,149685.0,37.24,7.128,86.9,756.9579,
2022-01-12 07:58:00,149686.0,37.95,7.18,86.8,756.9623,
2022-01-12 07:59:00,149687.0,38.78,7.216,86.6,756.986,
2022-01-12 08:00:00,149688.0,39.76,7.182,86.3,756.9842,
2022-01-12 08:01:00,149689.0,40.85,7.142,86.1,756.9775,
2022-01-12 08:02:00,149690.0,42.26,7.157,86.0,756.977,
2022-01-12 08:03:00,149691.0,58.6,7.248,86.1,756.9826,
2022-01-12 08:04:00,149692.0,96.9,7.381,86.1,756.9968,
2022-01-12 08:05:00,149693.0,127.3,7.474,85.8,757.0122,
2022-01-12 08:06:00,149694.0,137.5,7.498,85.4,757.027,
2022-01-12 08:07:00,149695.0,141.4,7.541,85.1,757.0338,
2022-01-12 08:08:00,149696.0,145.0,7.663,85.0,757.0938,
2022-01-12 08:09:00,149697.0,149.1,7.84,84.7,757.0612,
2022-01-12 08:10:00,149698.0,152.6,8.03,84.2,757.0794,
2022-01-12 08:11:00,149699.0,155.5,8.17,83.6,757.0887,
2022-01-12 08:12:00,149700.0,158.7,8.36,83.3,757.1097,
2022-01-12 08:13:00,149701.0,162.2,8.57,82.9,757.1217,
2022-01-12 08:14:00,149702.0,166.2,8.63,82.1,757.1255,
2022-01-12 08:15:00,149703.0,170.1,8.62,81.5,757.1348,
2022-01-12 08:16:00,149704.0,174.6,8.81,81.4,757.1417,
2022-01-12 08:17:00,149705.0,178.9,9.07,80.4,757.1366,
2022-01-12 08:18:00,149706.0,181.9,9.27,79.29,757.1424,
2022-01-12 08:19:00,149707.0,186.0,9.5,78.27,757.158,
2022-01-12 08:20:00,149708.0,189.8,9.77,76.24,757.1654,
2022-01-12 08:21:00,149709.0,193.8,9.94,73.42,757.1644,
2022-01-12 08:22:00,149710.0,198.3,9.98,71.01,757.172,
2022-01-12 08:23:00,149711.0,202.7,9.87,70.38,757.1763,
2022-01-12 08:24:00,149712.0,207.0,9.81,70.08,757.1854,
2022-01-12 08:25:00,149713.0,211.1,9.79,69.73,757.196,
2022-01-12 08:26:00,149714.0,215.1,9.83,69.95,757.2107,
2022-01-12 08:27:00,149715.0,220.0,9.91,69.28,757.215,
2022-01-12 08:28:00,149716.0,224.7,9.78,69.17,757.2198,
2022-01-12 08:29:00,149717.0,225.3,9.85,69.6,757.2328,
2022-01-12 08:30:00,149718.0,229.2,9.93,69.28,757.2334,
2022-01-12 08:31:00,149719.0,232.0,10.12,69.05,757.232,
2022-01-12 08:32:00,149720.0,236.4,10.32,68.45,757.2338,
2022-01-12 08:33:00,149721.0,241.5,10.51,67.83,757.233,
2022-01-12 08:34:00,149722.0,245.6,10.53,66.74,757.2355,
2022-01-12 08:35:00,149723.0,248.0,10.6,66.41,757.2314,
2022-01-12 08:36:00,149724.0,250.7,10.54,65.66,757.2278,
2022-01-12 08:37:00,149725.0,254.7,10.41,65.9,757.2275,
2022-01-12 08:38:00,149726.0,258.1,10.33,66.42,757.2414,
2022-01-12 08:39:00,149727.0,262.9,10.17,66.74,757.2582,
2022-01-12 08:40:00,149728.0,266.6,10.19,67.38,757.269,
2022-01-12 08:41:00,149729.0,271.0,10.29,67.53,757.2792,
2022-01-12 08:42:00,149730.0,275.5,10.44,67.04,757.2895,
2022-01-12 08:43:00,149731.0,280.2,10.15,66.58,757.2959,
2022-01-12 08:44:00,149732.0,283.9,10.02,67.71,757.2958,
2022-01-12 08:45:00,149733.0,287.9,10.11,68.0,757.3016,
2022-01-12 08:46:00,149734.0,291.8,10.13,67.99,757.2979,
2022-01-12 08:47:00,149735.0,296.4,10.13,67.85,757.3045,
2022-01-12 08:48:00,149736.0,301.2,10.01,67.92,757.3094,
2022-01-12 08:49:00,149737.0,305.9,10.01,68.46,757.3174,
2022-01-12 08:50:00,149738.0,310.5,10.02,68.19,757.3154,
2022-01-12 08:51:00,149739.0,313.9,10.16,68.18,757.314,
2022-01-12 08:52:00,149740.0,319.6,10.23,67.8,757.3238,
2022-01-12 08:53:00,149741.0,323.6,10.28,67.7,757.3295,
2022-01-12 08:54:00,149742.0,326.4,10.34,67.4,757.3337,
2022-01-12 08:55:00,149743.0,331.8,10.31,67.45,757.3498,
2022-01-12 08:56:00,149744.0,335.6,10.29,67.36,757.3574,
2022-01-12 08:57:00,149745.0,339.3,10.21,67.6,757.3634,
2022-01-12 08:58:00,149746.0,343.3,10.2,67.75,757.3727,
2022-01-12 08:59:00,149747.0,349.1,10.09,67.72,757.4177,
2022-01-12 09:00:00,149748.0,351.9,10.0,68.0,757.383,
2022-01-12 09:01:00,149749.0,355.8,10.02,68.01,757.3786,
2022-01-12 09:02:00,149750.0,359.5,10.12,68.05,757.3862,
2022-01-12 09:03:00,149751.0,361.3,10.31,67.88,757.3927,
2022-01-12 09:04:00,149752.0,364.3,10.56,67.56,757.3922,
2022-01-12 09:05:00,149753.0,368.8,10.82,67.0,757.3951,
2022-01-12 09:06:00,149754.0,374.4,11.05,65.81,757.3982,
2022-01-12 09:07:00,149755.0,377.7,11.11,64.58,757.3928,
2022-01-12 09:08:00,149756.0,381.8,11.09,64.29,757.3889,
2022-01-12 09:09:00,149757.0,386.4,11.19,64.39,757.388,
2022-01-12 09:10:00,149758.0,390.4,11.42,64.28,757.3904,
2022-01-12 09:11:00,149759.0,394.0,11.65,63.67,757.3906,
2022-01-12 09:12:00,149760.0,398.0,11.84,62.81,757.386,
2022-01-12 09:13:00,149761.0,402.6,11.79,61.92,757.3847,
2022-01-12 09:14:00,149762.0,406.6,11.51,62.15,757.3922,
2022-01-12 09:15:00,149763.0,410.7,11.12,63.45,757.3951,
2022-01-12 09:16:00,149764.0,414.1,10.95,64.5,757.3981,
2022-01-12 09:17:00,149765.0,418.5,10.92,65.19,757.4114,
2022-01-12 09:18:00,149766.0,422.2,10.97,65.29,757.4193,
2022-01-12 09:19:00,149767.0,425.2,10.97,65.37,757.4391,
2022-01-12 09:20:00,149768.0,427.5,10.88,65.39,757.4322,
2022-01-12 09:21:00,149769.0,431.2,10.95,65.7,757.419,
2022-01-12 09:22:00,149770.0,434.9,11.11,65.45,757.4219,
2022-01-12 09:23:00,149771.0,437.3,11.25,65.03,757.4242,
2022-01-12 09:24:00,149772.0,441.5,11.22,64.47,757.4302,
2022-01-12 09:25:00,149773.0,446.6,11.15,64.54,757.4217,
2022-01-12 09:26:00,149774.0,450.2,11.09,64.71,757.4208,
2022-01-12 09:27:00,149775.0,453.5,11.11,64.91,757.4233,
2022-01-12 09:28:00,149776.0,456.9,11.11,64.82,757.4229,
2022-01-12 09:29:00,149777.0,460.4,11.04,64.92,757.44,
2022-01-12 09:30:00,149778.0,463.8,11.08,65.33,757.4417,
2022-01-12 09:31:00,149779.0,468.3,11.09,64.99,757.4355,
2022-01-12 09:32:00,149780.0,471.5,11.08,65.12,757.4293,
2022-01-12 09:33:00,149781.0,475.5,11.1,65.01,757.4358,
2022-01-12 09:34:00,149782.0,477.6,11.07,65.32,757.4359,
2022-01-12 09:35:00,149783.0,481.4,11.25,65.23,757.4361,
2022-01-12 09:36:00,149784.0,484.2,11.54,64.79,757.4286,
2022-01-12 09:37:00,149785.0,488.7,11.62,63.65,757.4287,
2022-01-12 09:38:00,149786.0,491.9,11.63,63.48,757.4296,
2022-01-12 09:39:00,149787.0,494.7,11.73,63.24,757.4417,
2022-01-12 09:40:00,149788.0,497.5,11.73,62.83,757.4477,
2022-01-12 09:41:00,149789.0,500.4,11.77,63.05,757.4406,
2022-01-12 09:42:00,149790.0,503.2,11.88,62.85,757.4538,
2022-01-12 09:43:00,149791.0,506.0,11.85,62.49,757.4578,
2022-01-12 09:44:00,149792.0,507.3,11.99,62.4,757.4561,
2022-01-12 09:45:00,149793.0,510.7,12.29,61.61,757.4527,
2022-01-12 09:46:00,149794.0,513.3,12.5,60.84,757.461,
2022-01-12 09:47:00,149795.0,515.1,12.67,60.47,757.482,
2022-01-12 09:48:00,149796.0,518.5,12.74,59.94,757.4866,
2022-01-12 09:49:00,149797.0,521.6,12.73,59.76,757.5009,
2022-01-12 09:50:00,149798.0,525.3,12.82,59.66,757.5022,
2022-01-12 09:51:00,149799.0,528.5,12.57,59.17,757.491,
2022-01-12 09:52:00,149800.0,530.4,12.37,59.74,757.4901,
2022-01-12 09:53:00,149801.0,533.6,12.26,60.06,757.4894,
2022-01-12 09:54:00,149802.0,536.4,12.26,60.35,757.4876,
2022-01-12 09:55:00,149803.0,538.8,12.29,60.21,757.4882,
2022-01-12 09:56:00,149804.0,540.5,12.4,60.45,757.4916,
2022-01-12 09:57:00,149805.0,543.6,12.59,60.26,757.4934,
2022-01-12 09:58:00,149806.0,545.7,12.61,59.99,757.4986,
2022-01-12 09:59:00,149807.0,548.1,12.69,59.92,757.5023,
2022-01-12 10:00:00,149808.0,550.6,12.85,59.8,757.4942,
2022-01-12 10:01:00,149809.0,555.6,12.8,59.12,757.4888,
2022-01-12 10:02:00,149810.0,560.6,12.54,59.92,757.4885,
2022-01-12 10:03:00,149811.0,561.1,12.59,60.23,757.5035,
2022-01-12 10:04:00,149812.0,562.5,12.41,60.11,757.5096,
2022-01-12 10:05:00,149813.0,562.8,12.26,60.8,757.5283,
2022-01-12 10:06:00,149814.0,567.1,12.22,60.98,757.535,
2022-01-12 10:07:00,149815.0,572.0,12.2,61.17,757.5407,
2022-01-12 10:08:00,149816.0,575.7,12.18,60.99,757.5468,
2022-01-12 10:09:00,149817.0,576.0,12.35,61.21,757.5698,
2022-01-12 10:10:00,149818.0,577.9,12.39,60.5,757.5674,
2022-01-12 10:11:00,149819.0,578.3,12.21,61.06,757.5662,
2022-01-12 10:12:00,149820.0,578.3,12.22,61.59,757.5594,
2022-01-12 10:13:00,149821.0,583.5,12.32,60.98,757.5545,
2022-01-12 10:14:00,149822.0,587.1,12.19,61.14,757.5538,
2022-01-12 10:15:00,149823.0,588.9,12.15,61.32,757.5386,
2022-01-12 10:16:00,149824.0,591.8,12.15,61.48,757.5324,
2022-01-12 10:17:00,149825.0,593.0,12.07,61.8,757.5208,
2022-01-12 10:18:00,149826.0,592.3,12.23,61.93,757.5138,
2022-01-12 10:19:00,149827.0,594.2,12.39,61.14,757.5167,
2022-01-12 10:20:00,149828.0,597.1,12.47,60.76,757.5148,
2022-01-12 10:21:00,149829.0,601.5,12.51,60.59,757.5102,
2022-01-12 10:22:00,149830.0,604.5,12.55,60.45,757.5017,
2022-01-12 10:23:00,149831.0,608.2,12.5,60.44,757.4989,
2022-01-12 10:24:00,149832.0,609.8,12.4,60.87,757.4829,
2022-01-12 10:25:00,149833.0,610.5,12.49,61.07,757.473,
2022-01-12 10:26:00,149834.0,613.8,12.6,60.55,757.4686,
2022-01-12 10:27:00,149835.0,616.0,12.54,60.66,757.4582,
2022-01-12 10:28:00,149836.0,617.9,12.71,60.72,757.451,
2022-01-12 10:29:00,149837.0,621.2,12.83,60.1,757.4546,
2022-01-12 10:30:00,149838.0,622.8,12.91,59.92,757.4397,
2022-01-12 10:31:00,149839.0,626.9,13.03,59.39,757.4364,
2022-01-12 10:32:00,149840.0,628.8,13.05,59.18,757.4266,
2022-01-12 10:33:00,149841.0,629.5,13.25,59.01,757.4285,
2022-01-12 10:34:00,149842.0,629.9,13.46,58.2,757.4319,
2022-01-12 10:35:00,149843.0,631.9,13.57,57.61,757.4298,
2022-01-12 10:36:00,149844.0,635.4,13.43,57.48,757.4221,
2022-01-12 10:37:00,149845.0,639.7,13.44,57.98,757.4201,
2022-01-12 10:38:00,149846.0,644.6,13.4,57.19,757.4246,
2022-01-12 10:39:00,149847.0,644.4,13.37,57.6,757.4163,
2022-01-12 10:40:00,149848.0,645.7,13.54,57.54,757.4217,
2022-01-12 10:41:00,149849.0,649.7,13.4,57.7,757.4036,
2022-01-12 10:42:00,149850.0,652.2,13.31,58.36,757.3968,
2022-01-12 10:43:00,149851.0,656.5,13.34,58.4,757.3859,
2022-01-12 10:44:00,149852.0,660.5,13.43,57.98,757.3889,
2022-01-12 10:45:00,149853.0,662.1,13.25,57.81,757.3791,
2022-01-12 10:46:00,149854.0,664.5,13.17,58.29,757.3762,
2022-01-12 10:47:00,149855.0,662.0,13.27,58.28,757.3799,
2022-01-12 10:48:00,149856.0,666.6,13.47,57.66,757.3712,
2022-01-12 10:49:00,149857.0,671.6,13.6,57.2,757.3817,
2022-01-12 10:50:00,149858.0,673.0,13.48,56.96,757.3727,
2022-01-12 10:51:00,149859.0,674.6,13.48,57.25,757.3703,
2022-01-12 10:52:00,149860.0,678.5,13.47,57.15,757.3665,
2022-01-12 10:53:00,149861.0,679.4,13.53,57.17,757.3629,
2022-01-12 10:54:00,149862.0,681.1,13.55,56.96,757.3565,
2022-01-12 10:55:00,149863.0,686.7,13.64,56.81,757.3483,
2022-01-12 10:56:00,149864.0,691.7,13.41,57.16,757.3373,
2022-01-12 10:57:00,149865.0,696.7,13.43,57.53,757.3277,
2022-01-12 10:58:00,149866.0,700.5,13.42,57.3,757.314,
2022-01-12 10:59:00,149867.0,702.9,13.42,57.14,757.3086,
2022-01-12 11:00:00,149868.0,705.0,13.48,56.89,757.2934,
2022-01-12 11:01:00,149869.0,702.4,13.39,57.2,757.267,
2022-01-12 11:02:00,149870.0,688.6,13.47,57.71,757.2571,
2022-01-12 11:03:00,149871.0,686.7,13.59,56.92,757.2692,
2022-01-12 11:04:00,149872.0,693.4,13.57,56.76,757.2638,
2022-01-12 11:05:00,149873.0,698.4,13.68,56.51,757.2674,
2022-01-12 11:06:00,149874.0,700.4,13.56,56.51,757.265,
2022-01-12 11:07:00,149875.0,716.0,13.59,56.48,757.2576,
2022-01-12 11:08:00,149876.0,719.6,13.76,55.93,757.2816,
2022-01-12 11:09:00,149877.0,712.2,13.93,55.52,757.2873,
2022-01-12 11:10:00,149878.0,708.0,13.95,55.42,757.2987,
2022-01-12 11:11:00,149879.0,706.4,13.78,56.0,757.2849,
2022-01-12 11:12:00,149880.0,718.1,13.74,56.1,757.2867,
2022-01-12 11:13:00,149881.0,720.0,13.68,56.61,757.2818,
2022-01-12 11:14:00,149882.0,733.4,13.81,56.22,757.258,
2022-01-12 11:15:00,149883.0,752.4,14.06,55.32,757.2754,
2022-01-12 11:16:00,149884.0,758.0,14.03,54.06,757.2783,
2022-01-12 11:17:00,149885.0,747.0,14.06,54.53,757.2469,
2022-01-12 11:18:00,149886.0,738.4,14.2,54.21,757.2373,
2022-01-12 11:19:00,149887.0,744.9,14.2,54.01,757.2366,
2022-01-12 11:20:00,149888.0,746.8,13.97,54.66,757.1889,
2022-01-12 11:21:00,149889.0,750.5,13.9,55.16,757.1566,
2022-01-12 11:22:00,149890.0,751.0,14.03,54.85,757.1398,
2022-01-12 11:23:00,149891.0,768.2,14.1,54.13,757.131,
2022-01-12 11:24:00,149892.0,767.0,14.1,53.66,757.1191,
2022-01-12 11:25:00,149893.0,759.4,14.29,53.57,757.1072,
2022-01-12 11:26:00,149894.0,752.9,14.48,52.52,757.1042,
2022-01-12 11:27:00,149895.0,750.8,14.39,52.03,757.1195,
2022-01-12 11:28:00,149896.0,757.2,14.4,52.05,757.1118,
2022-01-12 11:29:00,149897.0,756.2,14.41,51.98,757.1077,
2022-01-12 11:30:00,149898.0,762.7,14.45,52.08,757.0906,
2022-01-12 11:31:00,149899.0,772.9,14.62,52.03,757.0813,
2022-01-12 11:32:00,149900.0,774.4,14.68,51.34,757.071,
2022-01-12 11:33:00,149901.0,775.2,14.8,50.68,757.0574,
2022-01-12 11:34:00,149902.0,781.2,14.74,49.44,757.0502,
2022-01-12 11:35:00,149903.0,776.5,14.63,50.21,757.036,
2022-01-12 11:36:00,149904.0,773.1,14.65,51.09,757.0192,
2022-01-12 11:37:00,149905.0,764.6,14.91,51.02,757.0019,
2022-01-12 11:38:00,149906.0,761.1,14.96,50.81,757.006,
2022-01-12 11:39:00,149907.0,756.8,14.75,50.87,756.9949,
2022-01-12 11:40:00,149908.0,759.2,14.67,50.84,756.9551,
2022-01-12 11:41:00,149909.0,761.1,14.66,50.22,756.9321,
2022-01-12 11:42:00,149910.0,775.8,14.78,49.55,756.9257,
2022-01-12 11:43:00,149911.0,783.2,14.93,49.0,756.915,
2022-01-12 11:44:00,149912.0,775.1,15.08,48.27,756.9131,
2022-01-12 11:45:00,149913.0,769.3,14.97,48.34,756.9005,
2022-01-12 11:46:00,149914.0,766.3,15.11,48.81,756.8796,
2022-01-12 11:47:00,149915.0,768.7,15.22,48.71,756.8734,
2022-01-12 11:48:00,149916.0,768.7,15.33,48.15,756.8963,
2022-01-12 11:49:00,149917.0,768.9,15.17,48.81,756.8771,
2022-01-12 11:50:00,149918.0,780.2,15.26,48.99,756.8732,
2022-01-12 11:51:00,149919.0,767.9,15.2,48.79,756.8714,
2022-01-12 11:52:00,149920.0,761.4,15.05,49.14,756.8616,
2022-01-12 11:53:00,149921.0,773.4,14.94,49.37,756.8398,
2022-01-12 11:54:00,149922.0,794.3,14.8,49.82,756.8436,
2022-01-12 11:55:00,149923.0,783.7,14.99,49.72,756.8375,
2022-01-12 11:56:00,149924.0,767.2,14.86,48.96,756.823,
2022-01-12 11:57:00,149925.0,752.2,14.66,49.2,756.8053,
2022-01-12 11:58:00,149926.0,753.0,14.81,48.91,756.7719,
2022-01-12 11:59:00,149927.0,766.3,14.82,48.45,756.765,
2022-01-12 12:00:00,149928.0,794.6,14.91,48.85,756.7395,
2022-01-12 12:01:00,149929.0,799.2,15.14,48.03,756.7294,
2022-01-12 12:02:00,149930.0,787.1,15.27,47.96,756.7086,
2022-01-12 12:03:00,149931.0,791.6,15.51,47.54,756.7082,
2022-01-12 12:04:00,149932.0,801.0,15.57,46.58,756.7186,
2022-01-12 12:05:00,149933.0,799.2,15.34,46.62,756.739,
2022-01-12 12:06:00,149934.0,804.0,15.2,46.95,756.7118,
2022-01-12 12:07:00,149935.0,812.0,15.22,47.39,756.7077,
2022-01-12 12:08:00,149936.0,810.0,14.97,47.68,756.703,
2022-01-12 12:09:00,149937.0,809.0,14.9,48.55,756.705,
2022-01-12 12:10:00,149938.0,829.0,14.89,48.75,756.6722,
2022-01-12 12:11:00,149939.0,836.0,15.09,49.58,756.6378,
2022-01-12 12:12:00,149940.0,827.0,15.48,49.13,756.6186,
2022-01-12 12:13:00,149941.0,818.0,15.89,47.21,756.6106,
2022-01-12 12:14:00,149942.0,805.0,15.92,46.25,756.5967,
2022-01-12 12:15:00,149943.0,785.8,15.8,46.24,756.5902,
2022-01-12 12:16:00,149944.0,784.9,15.75,46.69,756.5914,
2022-01-12 12:17:00,149945.0,801.0,15.75,45.86,756.544,
2022-01-12 12:18:00,149946.0,820.0,15.33,46.22,756.5842,
2022-01-12 12:19:00,149947.0,835.0,15.1,46.77,756.5936,
2022-01-12 12:20:00,149948.0,833.0,15.21,46.15,756.5629,
2022-01-12 12:21:00,149949.0,823.0,15.18,46.35,756.5382,
2022-01-12 12:22:00,149950.0,812.0,15.29,46.43,756.5199,
2022-01-12 12:23:00,149951.0,803.0,15.67,45.69,756.5028,
2022-01-12 12:24:00,149952.0,803.0,16.1,44.47,756.4802,
2022-01-12 12:25:00,149953.0,813.0,16.49,43.67,756.4806,
2022-01-12 12:26:00,149954.0,814.0,16.67,42.58,756.4736,
2022-01-12 12:27:00,149955.0,806.0,16.58,43.19,756.4482,
2022-01-12 12:28:00,149956.0,802.0,16.39,43.77,756.4676,
2022-01-12 12:29:00,149957.0,800.0,15.96,43.65,756.4601,
2022-01-12 12:30:00,149958.0,804.0,15.71,42.65,756.4142,
2022-01-12 12:31:00,149959.0,802.0,15.83,41.49,756.4068,
2022-01-12 12:32:00,149960.0,815.0,15.99,40.55,756.4154,
2022-01-12 12:33:00,149961.0,846.0,15.77,39.66,756.3989,
2022-01-12 12:34:00,149962.0,871.0,15.73,38.69,756.384,
2022-01-12 12:35:00,149963.0,852.0,15.76,40.47,756.3562,
2022-01-12 12:36:00,149964.0,863.0,15.91,40.89,756.355,
2022-01-12 12:37:00,149965.0,846.0,15.88,40.95,756.3355,
2022-01-12 12:38:00,149966.0,823.0,15.87,40.95,756.3087,
2022-01-12 12:39:00,149967.0,819.0,15.94,40.41,756.2885,
2022-01-12 12:40:00,149968.0,815.0,16.06,40.02,756.2709,
2022-01-12 12:41:00,149969.0,826.0,16.1,39.7,756.2507,
2022-01-12 12:42:00,149970.0,807.0,16.24,38.73,756.245,
2022-01-12 12:43:00,149971.0,801.0,16.16,39.46,756.2394,
2022-01-12 12:44:00,149972.0,815.0,16.26,39.8,756.2214,
2022-01-12 12:45:00,149973.0,840.0,16.45,39.32,756.2162,
2022-01-12 12:46:00,149974.0,853.0,16.53,39.16,756.1907,
2022-01-12 12:47:00,149975.0,838.0,16.5,38.98,756.1297,
2022-01-12 12:48:00,149976.0,822.0,16.72,38.53,756.1493,
2022-01-12 12:49:00,149977.0,825.0,16.78,37.56,756.1442,
2022-01-12 12:50:00,149978.0,822.0,16.58,37.86,756.1152,
2022-01-12 12:51:00,149979.0,826.0,16.59,38.17,756.1104,
2022-01-12 12:52:00,149980.0,826.0,16.66,38.88,756.0954,
2022-01-12 12:53:00,149981.0,822.0,16.63,39.03,756.0651,
2022-01-12 12:54:00,149982.0,831.0,16.63,39.31,756.0377,
2022-01-12 12:55:00,149983.0,833.0,16.72,38.91,756.0146,
2022-01-12 12:56:00,149984.0,835.0,16.72,38.49,756.0066,
2022-01-12 12:57:00,149985.0,836.0,16.42,38.6,755.987,
2022-01-12 12:58:00,149986.0,847.0,16.24,38.66,755.9796,
2022-01-12 12:59:00,149987.0,853.0,16.26,38.09,755.9646,
2022-01-12 13:00:00,149988.0,859.0,16.14,36.74,755.9622,
2022-01-12 13:01:00,149989.0,847.0,16.06,37.06,755.9436,
2022-01-12 13:02:00,149990.0,839.0,16.15,37.86,755.9287,
2022-01-12 13:03:00,149991.0,832.0,16.38,37.75,755.9059,
2022-01-12 13:04:00,149992.0,842.0,16.4,37.64,755.8668,
2022-01-12 13:05:00,149993.0,841.0,16.47,37.74,755.8484,
2022-01-12 13:06:00,149994.0,836.0,16.33,37.2,755.8546,
2022-01-12 13:07:00,149995.0,834.0,16.38,37.08,755.8592,
2022-01-12 13:08:00,149996.0,843.0,16.49,35.96,755.8333,
2022-01-12 13:09:00,149997.0,844.0,16.58,36.19,755.8077,
2022-01-12 13:10:00,149998.0,847.0,16.79,36.21,755.7802,
2022-01-12 13:11:00,149999.0,828.0,16.93,35.48,755.7442,
2022-01-12 13:12:00,150000.0,819.0,16.9,35.53,755.7102,
2022-01-12 13:13:00,150001.0,804.0,16.8,36.68,755.6612,
2022-01-12 13:14:00,150002.0,796.9,16.57,37.43,755.6406,
2022-01-12 13:15:00,150003.0,805.0,16.69,37.46,755.6175,
2022-01-12 13:16:00,150004.0,813.0,17.0,36.87,755.6126,
2022-01-12 13:17:00,150005.0,809.0,17.13,36.26,755.5982,
2022-01-12 13:18:00,150006.0,815.0,16.82,36.27,755.5892,
2022-01-12 13:19:00,150007.0,811.0,16.62,36.57,755.6133,
2022-01-12 13:20:00,150008.0,817.0,16.58,36.91,755.5746,
2022-01-12 13:21:00,150009.0,837.0,16.79,36.99,755.5322,
2022-01-12 13:22:00,150010.0,837.0,17.1,35.66,755.5026,
2022-01-12 13:23:00,150011.0,832.0,16.68,35.33,755.4894,
2022-01-12 13:24:00,150012.0,822.0,16.6,35.03,755.4621,
2022-01-12 13:25:00,150013.0,822.0,16.85,34.6,755.4354,
2022-01-12 13:26:00,150014.0,814.0,17.1,34.25,755.3945,
2022-01-12 13:27:00,150015.0,807.0,17.33,34.08,755.3675,
2022-01-12 13:28:00,150016.0,810.0,17.47,33.43,755.3466,
2022-01-12 13:29:00,150017.0,806.0,17.25,33.47,755.3374,
2022-01-12 13:30:00,150018.0,796.2,17.17,33.67,755.3042,
2022-01-12 13:31:00,150019.0,802.0,17.07,33.76,755.288,
2022-01-12 13:32:00,150020.0,814.0,17.01,33.21,755.274,
2022-01-12 13:33:00,150021.0,805.0,17.19,33.46,755.2419,
2022-01-12 13:34:00,150022.0,813.0,17.15,33.97,755.2531,
